Test Number, WriteEnable, Reset, WriteReg, WriteData, ReadRegA, ReadRegB,DataRegA, DataRegB, ExpReadDataA, ExpReadDataB
1,1,0, 0,          1, 0, 0,          z,          z,          0,          0
33,0,0, 0,         -1, 0,16,          z,-2147483648,          0,      65536
34,0,0,17,         -1, 1,17,-2147483648,-2147483648,          2,     131072
35,0,0,18,         -1, 2,18,-2147483648,-2147483648,          4,     262144
36,0,0,19,         -1, 3,19,-2147483648,-2147483648,          8,     524288
37,0,0,20,         -1, 4,20,-2147483648,-2147483648,         16,    1048576
38,0,0,21,         -1, 5,21,-2147483648,-2147483648,         32,    2097152
39,0,0, 6,         -1, 6,22,-2147483648,-2147483648,         64,    4194304
40,0,0, 7,         -1, 7,23,-2147483648,-2147483648,        128,    8388608
41,0,0,24,         -1, 8,24,-2147483648,-2147483648,        256,   16777216
42,0,0,25,         -1, 9,25,-2147483648,-2147483648,        512,   33554432
43,0,0,10,         -1,10,26,-2147483648,-2147483648,       1024,   67108864
44,0,0,27,         -1,11,27,-2147483648,-2147483648,       2048,  134217728
45,0,0,12,         -1,12,28,-2147483648,-2147483648,       4096,  268435456
46,0,0,13,         -1,13,29,-2147483648,-2147483648,       8192,  536870912
47,0,0,14,         -1,14,30,-2147483648,-2147483648,      16384, 1073741824
48,0,0,31,         -1,15,31,-2147483648,-2147483648,      32768,-2147483648
49,0,1,16,         -1, 0,16,          z,          0,          0,          0
22,          1,          0,21, 0,          1,1,0,0,         21,1,0,0
23,          1,          0,22, 0,          1,1,0,0,         22,0,0,0
24,          1,          0,23, 0,          0,1,0,0,         23,1,0,0
25,          1,          0,24, 0,          1,1,0,0,         24,0,0,0
26,          1,          0,25, 0,          1,1,0,0,         25,1,0,0
27,          1,          0,26, 0,          0,1,0,0,         26,0,0,0
28,          1,          0,27, 0,          1,1,0,0,         27,1,0,0
29,          1,          0,28, 0,          1,1,0,0,         28,0,0,0
30,          1,          0,29, 0,          1,1,0,0,         29,1,0,0
31,          1,          0,30, 0,          1,1,0,0,         30,0,0,0
32,          1,          0,31, 0,          0,1,0,0,         31,1,0,0
34,          0,          0,17,31,          0,0,0,0,          1,1,0,0
35,          0,          0,18,31,          0,0,0,0,          2,0,0,0
36,          0,          0,19,31,          0,0,0,0,          3,1,0,0
37,          0,          0,20,31,          0,0,0,0,          4,0,0,0
38,          0,          0,21,31,          0,0,0,0,          5,1,0,0
39,          0,          0, 6,31,          0,0,0,0,          6,0,0,0
40,          0,          0, 7,31,          0,0,0,0,          7,1,0,0
41,          0,          0,24,31,          0,0,0,0,          8,0,0,0
42,          0,          0,25,31,          0,0,0,0,          9,1,0,0
43,          0,          0,10,31,          0,0,0,0,         10,0,0,0
44,          0,          0,27,31,          0,0,0,0,         11,1,0,0
45,          0,          0,12,31,          0,0,0,0,         12,0,0,0
46,          0,          0,13,31,          0,0,0,0,         13,1,0,0
47,          0,          0,14,31,          0,0,0,0,         14,0,0,0
48,          0,          0,31,31,          0,0,0,0,         15,1,0,0
49,          0,          1,16,31,          1,1,0,0,          0,0,0,0
50,          0,          0, 1,31,          0,0,0,0,          1,1,0,0
51,          0,          0,18,31,          0,0,0,0,          2,0,0,0
52,          0,          0,19,31,          0,0,0,0,          3,1,0,0
53,          0,          0, 4,31,          0,0,0,0,          4,0,0,0
54,          0,          0, 5,31,          0,0,0,0,          5,1,0,0
55,          0,          0, 6,31,          0,0,0,0,          6,0,0,0
56,          0,          0, 7,31,          0,0,0,0,          7,1,0,0
57,          0,          0, 8,31,          0,0,0,0,          8,0,0,0
58,          0,          0, 9,31,          0,0,0,0,          9,1,0,0
59,          0,          0,10,31,          0,0,0,0,         10,0,0,0
60,          0,          0,27,31,          0,0,0,0,         11,1,0,0
61,          0,          0,12,31,          0,0,0,0,         12,0,0,0
62,          0,          0,29,31,          0,0,0,0,         13,1,0,0
63,          0,          0,14,31,          0,0,0,0,         14,0,0,0
64,          0,          0,15,31,          0,0,0,0,         15,1,0,0
